videoId,publishedAt,likeCount,video_title,hashtags,text,labelling 
cXXsrYLMXQE,2025-07-03T08:12:21Z,1,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"gua beli lcgc karna buat jadi mobil pertama gua, buat belajar mobil, ngerti segala macem tentang mobil, klo lecet ga nyesek2 banget karna emang baru belajar, 
dan sekarang berkat lcgc gua jadi ngerti gimana caranya ngerawat mobil, semoga next bisa ganti mobil yg lebih bagus, karna gua udah siap buat level up ngerawat mobil yg lebih bagus. itu alasan gua pilih lcgc karna klo ada apa2 lcgc lebih murah biayanya dari segala aspek,",1
cXXsrYLMXQE,2025-07-03T01:23:49Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"""kecuali antartika""",2
cXXsrYLMXQE,2025-07-03T00:23:04Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"udah pernah kena sekali mobkas, ga mau lg. selalu milih beli mobil baru aja. gw bukan orang yang awam"" banget soal mobil. di rumah ortu juga ad mobil tua tapi yah itu, habis perbaiki 1, rusaknya 2-3. mobilnya isuzu panther, udah 35 tahun masih jalan tapi ttp penyakitnya ada & stlh beli mobil bekas mobilio & banyak problem, gw putusin dah setiap beli mobil, baru aja.",2
cXXsrYLMXQE,2025-07-02T23:26:43Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,lcgc bekas,1
cXXsrYLMXQE,2025-07-02T13:07:16Z,1,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"mobil bekas berkualitas dengan harga mendekati lcgc kalian cuman dapat yg usia 10 tahun ke atas dan kalian sudah siap jajan alias sobat bengkel, kualitas lcgc tidak seburuk yg kalian pikirkan( kecuali pantat anda kualitas premium), ingat orang yg beli lcgc itu kebanyakan orang yg naik kelas dari motor, saya punya beberapa teman yg beli calya mereka sudah sangat senang bisa beli mobil lcgc..",1
cXXsrYLMXQE,2025-07-02T11:27:37Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,klo mobil pertama dan gak ngerti mobil mending ambil lcgc baru.,1
cXXsrYLMXQE,2025-07-02T04:42:47Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,saya kaum kere hore...  lcgc lah.. selain bisa dibawa online... juga bisa jadi mobil tembakan nganter tetangga ke kondangan... lumayan buat biaya perawatan.,1
cXXsrYLMXQE,2025-07-02T00:46:26Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"jujur ya ,aq mnding mobkas agak tuwir daripda lcgc, buktinya apa? mobilku 2 biji ,satu swift 2010 ,satu lagi brio 2013cbu 1300cc ....",1
cXXsrYLMXQE,2025-06-30T23:04:41Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,tim lcgc bekas,1
cXXsrYLMXQE,2025-06-30T09:08:04Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"beli lcgc baru dan beli mobkas 
xpander",1
cXXsrYLMXQE,2025-06-30T03:19:25Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"kemarin beli sirion seken 2014, trus ada tetangga bilang wah duit segitu tambah dikit bisa dapet brio bang, 

nyengir aja lah ya ",1
cXXsrYLMXQE,2025-06-29T23:23:05Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,bagaimana kalau beli lcgc bekas?,2
cXXsrYLMXQE,2025-06-29T16:31:31Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"kalo punya duit minimal 50jt sih mending beli mobil bekas aja, lcgc makin mahal soalnya dan kualitasnya tau sendiri lah ",1
cXXsrYLMXQE,2025-06-29T03:56:55Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"klo buat gw sihh yg paling penting itu bisa muat 8 orang klo milih mobil pertama 

jadi beli mobil bekas itu worth banget.",1
cXXsrYLMXQE,2025-06-28T15:53:48Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"ane pemula
misal punya cash 200jt.
pilih mobkas aja kek nya

lcgc serba nanggung menurutku.",1
cXXsrYLMXQE,2025-06-28T07:18:00Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,lebih baik mobkas dibanding lcgc. lebih baik cash dari pada kredit.,1
cXXsrYLMXQE,2025-06-28T05:04:00Z,1,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,bekas + lcgc gua,1
cXXsrYLMXQE,2025-06-28T00:27:14Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"beli karimun aja udah, belum ada dengar mobil itu bermasalah",2
cXXsrYLMXQE,2025-06-27T05:37:30Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,pernah punya xenia 2009 masih worth sih gak banyak perbaikan kaki-kaki gak pernah ganti untuk mobil di bawah 2010 masih pas lah gak terlalu besar dan kecil cocok buat bawa keluarga,1
cXXsrYLMXQE,2025-06-26T11:31:27Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"saya gak seberapa mobile dan gk seberapa perlu,. 
jadi nyewa maobil aja bisa milih2 mobil2 yg model baru ,. satu tahun anggap lah ngeluarin uang swbesar pajak mobil. bisa gonta ganti mobil tanpa perlu beli mobil dan merawat. ",2
cXXsrYLMXQE,2025-06-26T11:05:14Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,lcgc = kaleng krupuk dikasi mesin,3
cXXsrYLMXQE,2025-06-26T07:24:26Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,secara logika mobil baru lbh efesien dan jelas tinggal pakai toh yg penting fungsinya tanpa kendala.,2
cXXsrYLMXQE,2025-06-25T18:03:22Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"mobil baru dandan (x)
mobil seken dandan()",2
cXXsrYLMXQE,2025-06-25T17:31:12Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,pencerahann yang objektive,2
cXXsrYLMXQE,2025-06-25T17:11:07Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,mobil bekas,2
cXXsrYLMXQE,2025-06-25T14:34:43Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"mobil baru lcgc, walaupun lcgc baru donk, mobil baru itu fillnya lebih enak  asuransi ada, garansi ada",1
cXXsrYLMXQE,2025-06-25T12:09:42Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"lcgc baru tanpa perawatan tapi ya kualitas seadanya ala lcgc, beli mokas harus ada dana lebih untuk peremajaan sparepart supaya aman dijalan, tapi nyaman karena kualitas lebih baik, tinggal pilih aja sesuai kebutuhan",1
cXXsrYLMXQE,2025-06-25T06:34:36Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"mobil nanti aka seperti motor jaman ini. (semua orang bisa punya)


jauhi gengsi pastikan ekonomi anda dulu dimasa akan datang ",2
cXXsrYLMXQE,2025-06-24T22:39:22Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,mau mokas atau lcgc yang penting belinya cash tidak masalah sesuaikan dengan kemampuan kalau uang 150jt ya mokas kalau punya lebih yg baru,1
cXXsrYLMXQE,2025-06-24T15:46:32Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"kalau kalian beli mobil pertama dan uang kalian pas pasan mending lcgc kenapa karena mobil baru masih garansi dan perawatan masih gratis dan maintenance lebih mudah, kalau mobil bekas harga murah tpi perawatan ribet bagi pemula dan apalagi kalau sama sama kredit udah tinggal kan mobil bekas harga angsuran terlalu besar",2
cXXsrYLMXQE,2025-06-24T13:17:37Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"izin kak, menurut saya komparasinya nanggung dan kurang menguntungkan, kenapa tidak langsung saja komparasi lcgc bekas dan non lcgc bekas, makin jauh itu yang non lcgc


menurut saya, lcgc itu buat yang lebih prefer fungsi daripada kenyamanan atau hal lain, apalagi lcgc sekarang tambah firm, sudah diperbaiki dibeberapa aspek",2
cXXsrYLMXQE,2025-06-24T12:42:06Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,team new agya  irit fitur lumayan perawatan murah,1
cXXsrYLMXQE,2025-06-24T11:10:25Z,1,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"orang normal pilih lcgc, gw pilih nissan terrano bekas ",1
cXXsrYLMXQE,2025-06-24T07:48:33Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,mending panther ja dah,2
cXXsrYLMXQE,2025-06-24T06:37:53Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"min bahas tentang sienta. awal muncul sampai kegagalan nya. sayang tuh mobil . di luar negri penjualan nya bagus, di indonesia cuman rame sebentar kayak livina trs ilang.",2
cXXsrYLMXQE,2025-06-24T03:28:29Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,mau mobkas atau new lcgc semua kembali lagi sesuai kebutuhan nya,2
cXXsrYLMXQE,2025-06-24T01:24:54Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"udah paling pas ambil avanza. perawatan semurah lcgc, rwd pula.",1
cXXsrYLMXQE,2025-06-23T14:10:01Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"saya tim mendang mending jadi pilih mobil bekas aja  mokas usia diatas 10 tahun pun ga jdi masalah asal dpet unit yg bagus dan perawatan rutin..saya beli kijang kapsul bensin 7k 2003..uda 3 tahun pakai,,jajan termahal cuma perbaikan power steering,1jt beres..selebihnya cuma perawatan biasa ganti oli2 dan filter2 aja.",2
cXXsrYLMXQE,2025-06-23T13:04:19Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"lcgc - bbm irit ,pajak murah. dan tahun nya baru",1
cXXsrYLMXQE,2025-06-23T10:56:19Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"kalau pengalamanku mending cari mobil bekas tapi jangan tergiur harga murah, dan pakai jasa inspeksi mobil,,",1
cXXsrYLMXQE,2025-06-23T10:40:55Z,1,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,kalo saya mau lcgc mau mobil non lcgc asal suka beli kalo mendang mending gak usah beli mobil pake speda gayung aja ribet amat,1
cXXsrYLMXQE,2025-06-23T09:41:02Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,panther kijang diesel siap senggol bacok lcgc kaleng.,2
cXXsrYLMXQE,2025-06-23T08:16:43Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"150 juta lebih jelas pilih mobil bekas berkualitas lah, ya kali beli lcgc.",1
cXXsrYLMXQE,2025-06-23T06:30:49Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,mobkas gua,1
cXXsrYLMXQE,2025-06-23T05:57:08Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,bahas jazz gd 3 min,2
cXXsrYLMXQE,2025-06-23T03:57:36Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,lcgc bekas jauh lebih menarik,1
cXXsrYLMXQE,2025-06-23T01:42:02Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,di tempat ku jarang yg beli mobil sekarang.ap lg yg baru kcuali yg krj onlin..kbnykn beli motor sehrg mobil bekas..ntah ves met..ato xmax,2
cXXsrYLMXQE,2025-06-23T01:12:49Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,mobil lcgc gen 1 bekas,1
cXXsrYLMXQE,2025-06-23T00:36:40Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,reupload video terus dah,2
cXXsrYLMXQE,2025-06-22T23:01:20Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,bekaslah... lcgc? gengsi gw... toh bukam buat ngojol,1
cXXsrYLMXQE,2025-06-22T17:00:43Z,9,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"mau lcgc atau engga sama aja, balik lagi ke kebutuhan, tapi saran gw
1. kalo baru mau punya mobil dan awam terkait permobilan beli lcgc karna murah, ok kalo buat yg baru lancar mobil (kalo ada kerusakan sparepart murah) dll
2. kalo udh pernah punya mobil, pengetahuan akan mobil sudh meningkat dan saatnya ganti mobil tapi budget terbatas, beli mobil bekas, tapi max usianya 5 tahun dan usahakan merk mainstream kyk toyota, honda, suzuki",2
cXXsrYLMXQE,2025-06-22T15:06:21Z,1,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"mobkas harganya bertahan, tp boncos di maintenance, pa lagi diatas 10 tahun",3
cXXsrYLMXQE,2025-06-22T14:49:53Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"habis naik hrv naik brio satya,,,,,,,, haduh kok gini amat ya,,,,, cuma mudah di kendarain,,,,, tapi buat ngebut jalan tol kayak limbung,,, jadi was"". dah lah paling bener itu beli mobil bekas dari pada lcgc,,,,,,,,",1
cXXsrYLMXQE,2025-06-22T14:09:25Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"kalaupun  terpaksa beli lcgc, minim ambil tipe tengah, velg kaleng g masalah, tp didandanin dikit, minim ya upgrade kaki2, kaki2 lcgc lumayan bikin capek kalau dipakai dijalan tol, trus upgrade peredam, bakalan kerasa sama nyamannya dipakai kayak beli mobil bekas non lcgc. ini khusus buat yg g mau ribet dpt mobil bekas yg lumayan perawatannya.
ya kalau kebetulan hoki dpt mobil bekas yg kondisinya bagus ya udah pasti skip aja beli lcgc, sebisa mungkin skip beli lcgc baru",2
cXXsrYLMXQE,2025-06-22T11:31:05Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,beli mobil bekas tapi lcgc jga,1
cXXsrYLMXQE,2025-06-22T10:54:53Z,3,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"gini deh bro, kalau lu pingin beli mobil bekas di harga segitu, itu sulit yang berkualitas bro, tau sendiri yang beli lmvp lsuv itu model entri level, orang yang beli juga seringnya punya budged cekak mental isi bensin subsidi, suka telat service dan kalau rusak biasannya dibiarin sampe bener bener rusak dan kalau diganti pakai part kw semua , apalagi kl dapet bengkel yang asal dan kasar banyak yang diakalin gak bener, ini gak semua ya taapi kebanyakan, logika simple aja bro  jangan termakan buaian iming iming sales mobkas, kalau menurut gw sih warasnya sih mending beli lcgc baru kl memang sesuai kebutuhan dan gak gengsi wkwkw, kalau beneran eneg banget sama lcgc, ya coba cari diskon mobil baru kalau gk nabung lagi, kondisi saat ini anda belum pantas untuk punya mobil yang sesuai dengan gengsi anda 

coba lebih kritis dalam berfikir pilihan itu gak cuman yang disebut oleh narator di video ini kok  , ini video memang yang buat orang yang jual mobkas, dan menyasar orang yang mendang mending gampang kemakan hehe 
 
dan yang penting jangan maksa dan nyusahin orang dengan parkir di jalan, lebih baik punya lcgc tapi tempat tinggal yang layak dibanding nyusahin orang dengan parkir pinggir jalan. 

haha kalau lu liat di perumahan mewah di bsd jg masih ada kok orang yang pakai lcgc karena mikirnya selama pemakaian di dalam kota gak masalah kenapa harus mewah mewah inget depresiasi harga ",2
cXXsrYLMXQE,2025-06-22T10:28:52Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"kalau kredit beli baru lcgc 
kalau kontan beli yg bekas aja",2
cXXsrYLMXQE,2025-06-22T10:28:35Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"pernah dikondisi sprt ini, sy pilih ambil ge8 bekas dari pada brio, jelas ge8 lebih nyaman, lebih kencang, lebih prestige",2
cXXsrYLMXQE,2025-06-22T10:26:12Z,1,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"semuanya benar, tergantung pilihan, kebutuhan  dan kemampuan...",2
cXXsrYLMXQE,2025-06-22T08:20:44Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,lihat lcgc kok enggak ada tatakan dongkraknya di body bawah. lihat beberapa mobil lcgc pada penyok,2
cXXsrYLMXQE,2025-06-22T08:19:42Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"lebih baik secon tpi pinter""an pilih klo gak paham bawa orang yg paham, kalau gmpang perawatan suku cadang cari yg toyota misal avanza mkanik juga hmpir smua paham",2
cXXsrYLMXQE,2025-06-22T08:12:13Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"intinya jangan hutang, jangan kredit, jangan riba.",2
cXXsrYLMXQE,2025-06-22T07:59:40Z,1,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"cari mobil bekas kalo bisa maksimal usia 10 thn   dan low km .   jadi tidak terlalu memguras uang utk ke bengkel dan pasti aman .  sya pake swift 2015 gx matic beli 2024 ,km posisi 62.000..  jalan setahun jadi 70.000   kondisi masih segar dan mantab..   tidak pernah rewel

klo mau aman lagi ambil lcgc baru ..selama 5 sampe 8 tahun ga bakal mikir maintanance .paling cuma ganti kampas rem saja ..

klo mau mewah dan mantab segalanya ambil jazz gk5 2014 2015 agak murah dari yg thn 2016 2017 2018..  harganya gk5 sangat stabill  mobil ini tidak ada kendala selama km  belum ada 150.000 ke atas ..  karena cvt maticnya rentan rusak di atas 150.000 km  dan harus perawatan ekstra .   klo mau aman gk5 manual .. cuman kenyamanan nya ttp nyaman matic..",2
cXXsrYLMXQE,2025-06-22T07:16:35Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,min cb bahas juga mobil sedan vios gen 3 masih work ga di beli,1
cXXsrYLMXQE,2025-06-22T07:04:21Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,lcgc baru,1
cXXsrYLMXQE,2025-06-22T06:30:04Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"buat yg paham maintenance dan perawatan ambil seken ..

kalau yg baru pertama ambil dan masih buta tentang mobil ambil lcgc baru tapi bukan tipe terendah minimal tengah..",2
cXXsrYLMXQE,2025-06-22T06:01:56Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"udah punya 4 mobil
- livina
- xtrail
- lancer 
- accord

semua beli bekas
no lcgc baru

males 
fitur kismin
safety ga kejamin

better beli mobkas yg menengah
bkn versi low

klo mau cek kan ada inspektor mobil easy behee",2
cXXsrYLMXQE,2025-06-22T06:00:45Z,1,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"sebaliknya lcgc bekas saja utk 1st car.
jangan pernah beli mobil baru lah...
beli lcgc bekas tahun muda saja under 5 tahun, itu sama aja mobil bekas rasa baru.
takut bekas taxi online? ajakin orang bengkel aja...
alasan lcgc bekas karena:
- pajak murah
- tahun muda
- minim restorasi 
- tinggal pakai
- parts murah2
- bensin irit karena cc kecil

nanti setelah duitnya terkumpul banyak, jual itu lcgc bekas lalu beli mobil impian anda dalam kondisi bekas 
makin tua usia mobil makin banyak pr ",1
cXXsrYLMXQE,2025-06-22T05:17:41Z,1,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"kembali ke video sebelumnya, kalau budget pas2an mending beli cash lcgc bekas pun gak masalah, part2nya murah, bensin irit, 100rb bisa buat seminggu",1
cXXsrYLMXQE,2025-06-22T04:51:30Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"alhamdulillah,udh punya mobil walaupun cuma lgcg,beli sekitar tahun 2013, daihatsu ayla untuk rute dalam kota enak irit biaya perawatan murah,tapi y gitu untuk kenyamanan kurang.",2
cXXsrYLMXQE,2025-06-22T04:13:44Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,klo miskin yaa belajar basic mekanik dulu trus beli mobil bekas.....masalahnya dikonoha banyak yg miskin dan bodoh,1
cXXsrYLMXQE,2025-06-22T04:01:55Z,1,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"hbis naik livina bekas terawat, lalu naik sigra baru,,, kok masih ttep enak livina y",2
cXXsrYLMXQE,2025-06-22T03:42:56Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,lcgc bekas,1
cXXsrYLMXQE,2025-06-22T03:18:23Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,bahas nissan march donk,2
cXXsrYLMXQE,2025-06-22T02:27:26Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"beli lcgc bekas, wkwkwkwkw",1
cXXsrYLMXQE,2025-06-22T02:11:07Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,apapun mobilnya intinya beli cash... kredit berarti kita belum siap untuk merawat dan memliki brg tersebut..,2
cXXsrYLMXQE,2025-06-22T01:20:37Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,mau mobkas atau lcgc yg penting belinya cash jgn kredit deh. semangat nabung dulu,2
cXXsrYLMXQE,2025-06-22T00:27:12Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,saya beli 2 crv bekas gara gara beli satu wadidaw kok bagus mau beli bari kok wadidaw kok mahal  1crv baru bisa beli 3crv bekas beli 2 aja lah satunya buat mainan satunya buat normal halusan,2
cXXsrYLMXQE,2025-06-22T00:22:49Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,tiap minggu keluar terus di bahas lcgc sekali bahas yang tidak biasa bang,1
cXXsrYLMXQE,2025-06-21T23:51:25Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,aku beli kalau ada rejeki buat beli.,2
cXXsrYLMXQE,2025-06-21T23:48:02Z,4,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"masalahnya harga bekas juga masih mahal bang. bayangin aja temen saya beli brio tahun 2019 seharga 170 juta cash kondisi baru, jika dia mau ngejual sekarang dengan harga 150 juta pun itu masih bisa lho, jadi bikin yang mau beli mobil bekas sekarang jadi berpikir ulang, ""apa beli mobil baru aja ya?""",2
cXXsrYLMXQE,2025-06-21T23:32:58Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"sudah jelas. 
non lcgc. 
",3
cXXsrYLMXQE,2025-06-21T22:51:02Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,bang bahas toyota voxy dong,2
cXXsrYLMXQE,2025-06-21T22:50:07Z,4,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"3 kali beli mobil bekas karena gengsi beli lcgc, capek tenaga waktu uang buat sering2 silaturahmi ke bengkel, akhirnya tobat terakhir beli lcgc baru pikiran tenang ga was2 dijalan",3
cXXsrYLMXQE,2025-06-21T22:46:19Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,lcgc gorengan harga favorit warga iq78 yang nyicil bunga tinggi tapi akhirnya ngemplang bawa lari,3
cXXsrYLMXQE,2025-06-21T21:22:10Z,1,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"mobkas sih... kualitas dan material nya jelas beda walaupun mmg kalah umur dan faktor ""luck"" juga kalo masalah kondisi tapi asal sabar dan gak buru2 pasti dapat kok ",1
cXXsrYLMXQE,2025-06-21T20:22:24Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,xenia,2
cXXsrYLMXQE,2025-06-21T20:15:47Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"orang yg beli antara lcgc dan mokas berarti dananya terbatas... so mending beli lcgc baru dah bonus service beberapa bulan dan asuransi mesin, kalo beli mokas anda harus punya dana tambahan..",2
cXXsrYLMXQE,2025-06-21T19:07:40Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"kalo mau matic, beli lcgc baru aja. dah jelas matic nya baru dan bisa 10 tahun lagi",2
cXXsrYLMXQE,2025-06-21T18:58:47Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,imho dibanding lcgc dengan kualitasnya yang sudah diketahui bersama.. masih banyak mobil bekas yg kondisinya istimewa kok asal teliti aja nyarinya..,2
cXXsrYLMXQE,2025-06-21T18:46:14Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,bahas hrv sekarang apakah gk overprice bang,2
cXXsrYLMXQE,2025-06-21T18:30:21Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,lcgc gua gak suka suspensinya sama setir getar,3
cXXsrYLMXQE,2025-06-21T17:40:32Z,0,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,#mobilbekas #lcgcbaru,"alhamdulillah mampu kebeli mobil dibawah 40jt. walopun mobil tua accord cielo 94. 
yg penting non lcgc",3
